
120000, 13, 5.975283e+10
120000, 13, 6.098832e+10
120000, 13, 4.974019e+10
300000, 13, 4.253155e+10
300000, 13, 3.546779e+10
300000, 13, 2.833504e+10
600000, 13, 2.260206e+10
600000, 13, 3.241612e+10
600000, 13, 1.915775e+10
900000, 13, 2.689789e+10
900000, 13, 1.798589e+10
900000, 13, 1.599723e+10
120000, 13, 5.973545e+10
120000, 13, 3.213383e+10
120000, 13, 2.656762e+10
300000, 13, 1.665572e+10
300000, 13, 1.819359e+10
300000, 13, 4.344070e+10
600000, 13, 1.280691e+10
600000, 13, 1.122516e+10
600000, 13, 3.110271e+10
900000, 13, 8.703977e+09
900000, 13, 2.508997e+10
900000, 13, 8.399522e+09
120000, 13, 3.110191e+10
120000, 13, 6.645952e+10
120000, 13, 6.286596e+10
300000, 13, 3.205266e+10
300000, 13, 4.524409e+10
300000, 13, 1.941290e+10
600000, 13, 2.432311e+10
600000, 13, 1.224074e+10
600000, 13, 2.805066e+10
900000, 13, 1.698844e+10
900000, 13, 7.981546e+09
900000, 13, 1.753936e+10
120000, 13, 3.829043e+10
120000, 13, 8.312007e+10
120000, 13, 5.082994e+10
300000, 13, 2.260591e+10
300000, 13, 4.938563e+10
300000, 13, 2.013130e+10
600000, 13, 2.227884e+10
600000, 13, 1.177918e+10
600000, 13, 1.457024e+10
900000, 13, 1.026439e+10
900000, 13, 7.229461e+09
900000, 13, 1.407916e+10
120000, 13, 3.418659e+10
120000, 13, 5.163246e+10
120000, 13, 6.660202e+10
300000, 13, 2.727946e+10
300000, 13, 2.723719e+10
300000, 13, 1.429835e+10
600000, 13, 9.037448e+09
600000, 13, 1.121889e+10
600000, 13, 1.099325e+10
900000, 13, 5.403575e+09
900000, 13, 6.818432e+09
900000, 13, 6.525854e+09
120000, 13, 3.115793e+10
120000, 13, 3.951868e+10
120000, 13, 4.967263e+10
300000, 13, 2.974787e+10
300000, 13, 1.756226e+10
300000, 13, 1.656144e+10
600000, 13, 2.126742e+10
600000, 13, 7.841377e+09
600000, 13, 7.409927e+09
900000, 13, 4.592594e+09
900000, 13, 4.751261e+09
900000, 13, 1.532359e+10
