120000, 4, 4.242137e+11
120000, 4, 6.163727e+11
120000, 4, 7.362405e+11
120000, 4, 4.689075e+11
120000, 4, 3.091107e+11
300000, 4, 3.941422e+11
300000, 4, 3.807107e+11
300000, 4, 1.278124e+11
300000, 4, 2.443075e+11
300000, 4, 2.754337e+11
600000, 4, 7.764545e+10
600000, 4, 2.012438e+11
600000, 4, 2.737418e+11
600000, 4, 3.127663e+11
600000, 4, 2.177819e+11
900000, 4, 2.683585e+11
900000, 4, 2.480108e+11
900000, 4, 1.685061e+11
900000, 4, 5.303340e+10
900000, 4, 1.793744e+11
120000, 4, 1.404006e+12
120000, 4, 1.869133e+12
120000, 4, 1.475994e+12
120000, 4, 7.473348e+11
120000, 4, 2.321290e+12
300000, 4, 5.567202e+11
300000, 4, 2.972258e+11
300000, 4, 9.748034e+11
300000, 4, 6.644434e+11
300000, 4, 4.320173e+11
600000, 4, 1.622223e+11
600000, 4, 1.553762e+11
600000, 4, 2.671748e+11
600000, 4, 2.267449e+11
600000, 4, 3.048989e+11
900000, 4, 1.746587e+11
900000, 4, 1.590090e+11
900000, 4, 1.341213e+11
900000, 4, 9.450791e+10
900000, 4, 6.489420e+10
120000, 4, 1.899924e+12
120000, 4, 1.416622e+12
120000, 4, 2.037689e+12
120000, 4, 1.832511e+12
120000, 4, 1.683404e+12
300000, 4, 1.074460e+12
300000, 4, 1.066672e+12
300000, 4, 4.792296e+11
300000, 4, 1.034746e+12
300000, 4, 1.133522e+12
600000, 4, 6.048962e+11
600000, 4, 4.175430e+11
600000, 4, 7.398377e+11
600000, 4, 4.040077e+11
600000, 4, 1.343085e+11
900000, 4, 1.750147e+11
900000, 4, 1.657568e+11
900000, 4, 2.430041e+11
900000, 4, 2.657977e+11
900000, 4, 6.335584e+10
120000, 4, 4.909309e+11
120000, 4, 5.963008e+11
120000, 4, 5.088162e+11
120000, 4, 3.973306e+11
120000, 4, 5.085290e+11
300000, 4, 2.680860e+11
300000, 4, 1.623627e+11
300000, 4, 1.623419e+11
300000, 4, 2.409831e+11
300000, 4, 1.898346e+11
600000, 4, 8.663492e+10
600000, 4, 1.082643e+11
600000, 4, 1.093160e+11
600000, 4, 1.570268e+11
600000, 4, 1.132804e+11
900000, 4, 1.174509e+11
900000, 4, 6.272489e+10
900000, 4, 6.652238e+10
900000, 4, 8.894588e+10
900000, 4, 6.922362e+10
120000, 4, 1.291968e+12
120000, 4, 1.136131e+12
120000, 4, 1.583834e+12
120000, 4, 1.358384e+12
120000, 4, 1.355484e+12
300000, 4, 9.214440e+11
300000, 4, 5.061226e+11
300000, 4, 9.096793e+11
300000, 4, 8.528191e+11
300000, 4, 5.073990e+11
600000, 4, 1.821970e+11
600000, 4, 2.058011e+11
600000, 4, 2.675153e+11
600000, 4, 1.632833e+11
600000, 4, 2.561997e+11
900000, 4, 1.194879e+11
900000, 4, 1.029382e+11
900000, 4, 5.794084e+10
900000, 4, 1.808094e+11
900000, 4, 1.147420e+11
120000, 4, 1.612282e+12
120000, 4, 1.573914e+12
120000, 4, 1.234383e+12
120000, 4, 1.257570e+12
120000, 4, 1.103256e+12
300000, 4, 4.031184e+11
300000, 4, 3.879427e+11
300000, 4, 7.173915e+11
300000, 4, 7.036080e+11
300000, 4, 2.352347e+11
600000, 4, 1.208042e+11
600000, 4, 6.020619e+10
600000, 4, 1.485675e+11
600000, 4, 1.595784e+11
600000, 4, 1.743875e+11
900000, 4, 7.348761e+10
900000, 4, 7.481780e+10
900000, 4, 3.991059e+10
900000, 4, 5.413808e+10
900000, 4, 5.859178e+10
120000, 4, 1.422361e+12
120000, 4, 1.431046e+12
120000, 4, 1.513005e+12
120000, 4, 1.688904e+12
120000, 4, 1.203927e+12
300000, 4, 4.108666e+11
300000, 4, 2.712888e+11
300000, 4, 4.693038e+11
300000, 4, 4.698461e+11
300000, 4, 4.100441e+11
600000, 4, 5.134489e+10
600000, 4, 5.900392e+10
600000, 4, 1.006163e+11
600000, 4, 8.489033e+10
600000, 4, 8.826525e+10
900000, 4, 3.557275e+10
900000, 4, 3.809236e+10
900000, 4, 4.828500e+10
900000, 4, 2.450682e+10
900000, 4, 5.505656e+10
120000, 4, 6.336324e+11
120000, 4, 1.064176e+12
120000, 4, 7.781013e+11
120000, 4, 6.910711e+11
120000, 4, 5.786162e+11
300000, 4, 1.506080e+11
300000, 4, 2.058928e+11
300000, 4, 1.947321e+11
300000, 4, 1.611721e+11
300000, 4, 1.668103e+11
600000, 4, 6.697890e+10
600000, 4, 6.495659e+10
600000, 4, 8.969798e+10
600000, 4, 6.923773e+10
600000, 4, 7.634013e+10
900000, 4, 4.285085e+10
900000, 4, 5.519172e+10
900000, 4, 4.992270e+10
900000, 4, 4.508800e+10
900000, 4, 4.778458e+10
120000, 4, 5.338625e+11
120000, 4, 5.438129e+11
120000, 4, 5.527299e+11
120000, 4, 4.560677e+11
120000, 4, 5.182456e+11
300000, 4, 1.807285e+11
300000, 4, 2.223208e+11
300000, 4, 1.849816e+11
300000, 4, 1.800469e+11
300000, 4, 2.095253e+11
600000, 4, 9.898417e+10
600000, 4, 8.650227e+10
600000, 4, 9.439354e+10
600000, 4, 8.675784e+10
600000, 4, 8.614733e+10
900000, 4, 7.147793e+10
900000, 4, 6.038449e+10
900000, 4, 6.561040e+10
900000, 4, 6.638828e+10
900000, 4, 5.730915e+10
120000, 4, 2.570857e+11
120000, 4, 3.009252e+11
120000, 4, 3.108719e+11
120000, 4, 2.768360e+11
120000, 4, 2.817118e+11
300000, 4, 8.995072e+10
300000, 4, 9.530923e+10
300000, 4, 7.599387e+10
300000, 4, 9.867256e+10
300000, 4, 8.961674e+10
600000, 4, 4.095076e+10
600000, 4, 3.880922e+10
600000, 4, 4.330145e+10
600000, 4, 4.974767e+10
600000, 4, 2.851699e+10
900000, 4, 3.096892e+10
900000, 4, 3.164776e+10
900000, 4, 2.971835e+10
900000, 4, 2.077242e+10
900000, 4, 2.926496e+10
120000, 4, 2.883412e+11
120000, 4, 4.414185e+11
120000, 4, 3.250116e+11
120000, 4, 4.131708e+11
120000, 4, 6.025941e+11
300000, 4, 1.303440e+11
300000, 4, 9.914967e+10
300000, 4, 1.072657e+11
300000, 4, 1.325978e+11
300000, 4, 1.559127e+11
600000, 4, 4.105928e+10
600000, 4, 6.176974e+10
600000, 4, 5.153012e+10
600000, 4, 4.956166e+10
600000, 4, 4.268395e+10
900000, 4, 3.227491e+10
900000, 4, 4.000555e+10
900000, 4, 3.819079e+10
900000, 4, 3.138921e+10
900000, 4, 2.791766e+10
120000, 4, 4.956385e+11
120000, 4, 3.191838e+11
120000, 4, 3.562086e+11
120000, 4, 3.626351e+11
120000, 4, 4.438933e+11
300000, 4, 1.532906e+11
300000, 4, 1.821090e+11
300000, 4, 1.368454e+11
